# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-01-11 14:14:53 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07344400 Red River near Hosston, LA.
# -----------------------------------------------------------------------------------
#
# Data provided for site 07344400
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	07344400	1962-10-12	9300	A
USGS	07344400	1962-10-13	9300	A
USGS	07344400	1962-10-14	9600	A
USGS	07344400	1962-10-15	14400	A
USGS	07344400	1962-10-16	25200	A
USGS	07344400	1962-10-17	37400	A
USGS	07344400	1962-10-18	49400	A
USGS	07344400	1962-10-19	51000	A
USGS	07344400	1962-10-20	51000	A
USGS	07344400	1962-10-21	32900	A
USGS	07344400	1962-10-22	23800	A
USGS	07344400	1962-10-23	19200	A
USGS	07344400	1962-10-24	20400	A
USGS	07344400	1962-10-25	21000	A
USGS	07344400	1962-10-26	19200	A
USGS	07344400	1962-10-27	15600	A
USGS	07344400	1962-10-28	14400	A
USGS	07344400	1962-10-29	9600	A
USGS	07344400	1962-10-30	9000	A
USGS	07344400	1962-10-31	12800	A
USGS	07344400	1962-11-01	23800	A
USGS	07344400	1962-11-02	30100	A
USGS	07344400	1962-11-03	28700	A
USGS	07344400	1962-11-04	25200	A
USGS	07344400	1962-11-05	21000	A
USGS	07344400	1962-11-06	16800	A
USGS	07344400	1962-11-07	14000	A
USGS	07344400	1962-11-08	12000	A
USGS	07344400	1962-11-09	11700	A
USGS	07344400	1962-11-10	13200	A
USGS	07344400	1962-11-11	15200	A
USGS	07344400	1962-11-12	14800	A
USGS	07344400	1962-11-13	14400	A
USGS	07344400	1962-11-14	12800	A
USGS	07344400	1962-11-15	11100	A
USGS	07344400	1962-11-16	9600	A
USGS	07344400	1962-11-17	8400	A
USGS	07344400	1962-11-18	6950	A
USGS	07344400	1962-11-19	5950	A
USGS	07344400	1962-11-20	6200	A
USGS	07344400	1962-11-21	6950	A
USGS	07344400	1962-11-22	7500	A
USGS	07344400	1962-11-23	7800	A
USGS	07344400	1962-11-24	7500	A
USGS	07344400	1962-11-25	6450	A
USGS	07344400	1962-11-26	6200	A
USGS	07344400	1962-11-27	7200	A
USGS	07344400	1962-11-28	9300	A
USGS	07344400	1962-11-29	22800	A
USGS	07344400	1962-11-30	51800	A
USGS	07344400	1962-12-01	57300	A
USGS	07344400	1962-12-02	49400	A
USGS	07344400	1962-12-03	44600	A
USGS	07344400	1962-12-04	40600	A
USGS	07344400	1962-12-05	36600	A
USGS	07344400	1962-12-06	37400	A
USGS	07344400	1962-12-07	39800	A
USGS	07344400	1962-12-08	36600	A
USGS	07344400	1962-12-09	31500	A
USGS	07344400	1962-12-10	28000	A
USGS	07344400	1962-12-11	24500	A
USGS	07344400	1962-12-12	25200	A
USGS	07344400	1962-12-13	23100	A
USGS	07344400	1962-12-14	21700	A
USGS	07344400	1962-12-15	21000	A
USGS	07344400	1962-12-16	20400	A
USGS	07344400	1962-12-17	21000	A
USGS	07344400	1962-12-18	19800	A
USGS	07344400	1962-12-19	18200	A
USGS	07344400	1962-12-20	16800	A
USGS	07344400	1962-12-21	15200	A
USGS	07344400	1962-12-22	13200	A
USGS	07344400	1962-12-23	11400	A
USGS	07344400	1962-12-24	10800	A
USGS	07344400	1962-12-25	11400	A
USGS	07344400	1962-12-26	13600	A
USGS	07344400	1962-12-27	15200	A
USGS	07344400	1962-12-28	15200	A
USGS	07344400	1962-12-29	14400	A
USGS	07344400	1962-12-30	13200	A
USGS	07344400	1962-12-31	11700	A
USGS	07344400	1963-01-01	10800	A
USGS	07344400	1963-01-02	10500	A
USGS	07344400	1963-01-03	10800	A
USGS	07344400	1963-01-04	10800	A
USGS	07344400	1963-01-05	10200	A
USGS	07344400	1963-01-06	9900	A
USGS	07344400	1963-01-07	12400	A
USGS	07344400	1963-01-08	21000	A
USGS	07344400	1963-01-09	28000	A
USGS	07344400	1963-01-10	28000	A
USGS	07344400	1963-01-11	25200	A
USGS	07344400	1963-01-12	21700	A
USGS	07344400	1963-01-13	19800	A
USGS	07344400	1963-01-14	16000	A
USGS	07344400	1963-01-15	15300	A
USGS	07344400	1963-01-16	13900	A
USGS	07344400	1963-01-17	13200	A
USGS	07344400	1963-01-18	12800	A
USGS	07344400	1963-01-19	12500	A
USGS	07344400	1963-01-20	11600	A
USGS	07344400	1963-01-21	11600	A
USGS	07344400	1963-01-22	11600	A
USGS	07344400	1963-01-23	11300	A
USGS	07344400	1963-01-24	11000	A
USGS	07344400	1963-01-25	10700	A
USGS	07344400	1963-01-26	9600	A
USGS	07344400	1963-01-27	9060	A
USGS	07344400	1963-01-28	7500	A
USGS	07344400	1963-01-29	7000	A
USGS	07344400	1963-01-30	7750	A
USGS	07344400	1963-01-31	8520	A
USGS	07344400	1963-02-01	9060	A
USGS	07344400	1963-02-02	8790	A
USGS	07344400	1963-02-03	8250	A
USGS	07344400	1963-02-04	8000	A
USGS	07344400	1963-02-05	7750	A
USGS	07344400	1963-02-06	7000	A
USGS	07344400	1963-02-07	6560	A
USGS	07344400	1963-02-08	6120	A
USGS	07344400	1963-02-09	5900	A
USGS	07344400	1963-02-10	5300	A
USGS	07344400	1963-02-11	4500	A
USGS	07344400	1963-02-12	4000	A
USGS	07344400	1963-02-13	4400	A
USGS	07344400	1963-02-14	5300	A
USGS	07344400	1963-02-15	6340	A
USGS	07344400	1963-02-16	6560	A
USGS	07344400	1963-02-17	5700	A
USGS	07344400	1963-02-18	5000	A
USGS	07344400	1963-02-19	4700	A
USGS	07344400	1963-02-20	4400	A
USGS	07344400	1963-02-21	4100	A
USGS	07344400	1963-02-22	3360	A
USGS	07344400	1963-02-23	3090	A
USGS	07344400	1963-02-24	2760	A
USGS	07344400	1963-02-25	2680	A
USGS	07344400	1963-02-26	2680	A
USGS	07344400	1963-02-27	2840	A
USGS	07344400	1963-02-28	3180	A
USGS	07344400	1963-03-01	3630	A
USGS	07344400	1963-03-02	4300	A
USGS	07344400	1963-03-03	7000	A
USGS	07344400	1963-03-04	12200	A
USGS	07344400	1963-03-05	15600	A
USGS	07344400	1963-03-06	15300	A
USGS	07344400	1963-03-07	13900	A
USGS	07344400	1963-03-08	13600	A
USGS	07344400	1963-03-09	15000	A
USGS	07344400	1963-03-10	14600	A
USGS	07344400	1963-03-11	12800	A
USGS	07344400	1963-03-12	11900	A
USGS	07344400	1963-03-13	15000	A
USGS	07344400	1963-03-14	23100	A
USGS	07344400	1963-03-15	27300	A
USGS	07344400	1963-03-16	28000	A
USGS	07344400	1963-03-17	28700	A
USGS	07344400	1963-03-18	27300	A
USGS	07344400	1963-03-19	26600	A
USGS	07344400	1963-03-20	25200	A
USGS	07344400	1963-03-21	24500	A
USGS	07344400	1963-03-22	23100	A
USGS	07344400	1963-03-23	25900	A
USGS	07344400	1963-03-24	33600	A
USGS	07344400	1963-03-25	35800	A
USGS	07344400	1963-03-26	29400	A
USGS	07344400	1963-03-27	22400	A
USGS	07344400	1963-03-28	19200	A
USGS	07344400	1963-03-29	21000	A
USGS	07344400	1963-03-30	19800	A
USGS	07344400	1963-03-31	16800	A
USGS	07344400	1963-04-01	13900	A
USGS	07344400	1963-04-02	11300	A
USGS	07344400	1963-04-03	9880	A
USGS	07344400	1963-04-04	8520	A
USGS	07344400	1963-04-05	7750	A
USGS	07344400	1963-04-06	7000	A
USGS	07344400	1963-04-07	7250	A
USGS	07344400	1963-04-08	8790	A
USGS	07344400	1963-04-09	11300	A
USGS	07344400	1963-04-10	12500	A
USGS	07344400	1963-04-11	11900	A
USGS	07344400	1963-04-12	11300	A
USGS	07344400	1963-04-13	10400	A
USGS	07344400	1963-04-14	9060	A
USGS	07344400	1963-04-15	8000	A
USGS	07344400	1963-04-16	7750	A
USGS	07344400	1963-04-17	7250	A
USGS	07344400	1963-04-18	7250	A
USGS	07344400	1963-04-19	7750	A
USGS	07344400	1963-04-20	6780	A
USGS	07344400	1963-04-21	5900	A
USGS	07344400	1963-04-22	5100	A
USGS	07344400	1963-04-23	5500	A
USGS	07344400	1963-04-24	7500	A
USGS	07344400	1963-04-25	9880	A
USGS	07344400	1963-04-26	9330	A
USGS	07344400	1963-04-27	5700	A
USGS	07344400	1963-04-28	5300	A
USGS	07344400	1963-04-29	6780	A
USGS	07344400	1963-04-30	21800	A
USGS	07344400	1963-05-01	42200	A
USGS	07344400	1963-05-02	47000	A
USGS	07344400	1963-05-03	44600	A
USGS	07344400	1963-05-04	39800	A
USGS	07344400	1963-05-05	35000	A
USGS	07344400	1963-05-06	30100	A
USGS	07344400	1963-05-07	25900	A
USGS	07344400	1963-05-08	21700	A
USGS	07344400	1963-05-09	18700	A
USGS	07344400	1963-05-10	16000	A
USGS	07344400	1963-05-11	12500	A
USGS	07344400	1963-05-12	11000	A
USGS	07344400	1963-05-13	10400	A
USGS	07344400	1963-05-14	10200	A
USGS	07344400	1963-05-15	9330	A
USGS	07344400	1963-05-16	8520	A
USGS	07344400	1963-05-17	7750	A
USGS	07344400	1963-05-18	7000	A
USGS	07344400	1963-05-19	5900	A
USGS	07344400	1963-05-20	5000	A
USGS	07344400	1963-05-21	5000	A
USGS	07344400	1963-05-22	5300	A
USGS	07344400	1963-05-23	5700	A
USGS	07344400	1963-05-24	6340	A
USGS	07344400	1963-05-25	6340	A
USGS	07344400	1963-05-26	5500	A
USGS	07344400	1963-05-27	4700	A
USGS	07344400	1963-05-28	4700	A
USGS	07344400	1963-05-29	5300	A
USGS	07344400	1963-05-30	6120	A
USGS	07344400	1963-05-31	6560	A
USGS	07344400	1963-06-01	7000	A
USGS	07344400	1963-06-02	7250	A
USGS	07344400	1963-06-03	6780	A
USGS	07344400	1963-06-04	6560	A
USGS	07344400	1963-06-05	6340	A
USGS	07344400	1963-06-06	5900	A
USGS	07344400	1963-06-07	5300	A
USGS	07344400	1963-06-08	4900	A
USGS	07344400	1963-06-09	4300	A
USGS	07344400	1963-06-10	3900	A
USGS	07344400	1963-06-11	4000	A
USGS	07344400	1963-06-12	4000	A
USGS	07344400	1963-06-13	4900	A
USGS	07344400	1963-06-14	5500	A
USGS	07344400	1963-06-15	4900	A
USGS	07344400	1963-06-16	4600	A
USGS	07344400	1963-06-17	3630	A
USGS	07344400	1963-06-18	3360	A
USGS	07344400	1963-06-19	3900	A
USGS	07344400	1963-06-20	5100	A
USGS	07344400	1963-06-21	6340	A
USGS	07344400	1963-06-22	8520	A
USGS	07344400	1963-06-23	8250	A
USGS	07344400	1963-06-24	7250	A
USGS	07344400	1963-06-25	6780	A
USGS	07344400	1963-06-26	6340	A
USGS	07344400	1963-06-27	5700	A
USGS	07344400	1963-06-28	5300	A
USGS	07344400	1963-06-29	4800	A
USGS	07344400	1963-06-30	4000	A
USGS	07344400	1963-07-01	3270	A
USGS	07344400	1963-07-02	3000	A
USGS	07344400	1963-07-03	3360	A
USGS	07344400	1963-07-04	3810	A
USGS	07344400	1963-07-05	3900	A
USGS	07344400	1963-07-06	3720	A
USGS	07344400	1963-07-07	4000	A
USGS	07344400	1963-07-08	3720	A
USGS	07344400	1963-07-09	3720	A
USGS	07344400	1963-07-10	3810	A
USGS	07344400	1963-07-11	3900	A
USGS	07344400	1963-07-12	3540	A
USGS	07344400	1963-07-13	3000	A
USGS	07344400	1963-07-14	3540	A
USGS	07344400	1963-07-15	10200	A
USGS	07344400	1963-07-16	15000	A
USGS	07344400	1963-07-17	13900	A
USGS	07344400	1963-07-18	13200	A
USGS	07344400	1963-07-19	13600	A
USGS	07344400	1963-07-20	13900	A
USGS	07344400	1963-07-21	13200	A
USGS	07344400	1963-07-22	10400	A
USGS	07344400	1963-07-23	8250	A
USGS	07344400	1963-07-24	7500	A
USGS	07344400	1963-07-25	7250	A
USGS	07344400	1963-07-26	7000	A
USGS	07344400	1963-07-27	6120	A
USGS	07344400	1963-07-28	5500	A
USGS	07344400	1963-07-29	4800	A
USGS	07344400	1963-07-30	5100	A
USGS	07344400	1963-07-31	5500	A
USGS	07344400	1963-08-01	5900	A
USGS	07344400	1963-08-02	5700	A
USGS	07344400	1963-08-03	7000	A
USGS	07344400	1963-08-04	9060	A
USGS	07344400	1963-08-05	9060	A
USGS	07344400	1963-08-06	8250	A
USGS	07344400	1963-08-07	7500	A
USGS	07344400	1963-08-08	6780	A
USGS	07344400	1963-08-09	6340	A
USGS	07344400	1963-08-10	5500	A
USGS	07344400	1963-08-11	4600	A
USGS	07344400	1963-08-12	3720	A
USGS	07344400	1963-08-13	3630	A
USGS	07344400	1963-08-14	4000	A
USGS	07344400	1963-08-15	4100	A
USGS	07344400	1963-08-16	4000	A
USGS	07344400	1963-08-17	3720	A
USGS	07344400	1963-08-18	3270	A
USGS	07344400	1963-08-19	3090	A
USGS	07344400	1963-08-20	2520	A
USGS	07344400	1963-08-21	2600	A
USGS	07344400	1963-08-22	2600	A
USGS	07344400	1963-08-23	2360	A
USGS	07344400	1963-08-24	2040	A
USGS	07344400	1963-08-25	2040	A
USGS	07344400	1963-08-26	2280	A
USGS	07344400	1963-08-27	2440	A
USGS	07344400	1963-08-28	2600	A
USGS	07344400	1963-08-29	2760	A
USGS	07344400	1963-08-30	3270	A
USGS	07344400	1963-08-31	3450	A
USGS	07344400	1963-09-01	3270	A
USGS	07344400	1963-09-02	2920	A
USGS	07344400	1963-09-03	2840	A
USGS	07344400	1963-09-04	3450	A
USGS	07344400	1963-09-05	4300	A
USGS	07344400	1963-09-06	4200	A
USGS	07344400	1963-09-07	3630	A
USGS	07344400	1963-09-08	3090	A
USGS	07344400	1963-09-09	2600	A
USGS	07344400	1963-09-10	2120	A
USGS	07344400	1963-09-11	1900	A
USGS	07344400	1963-09-12	2200	A
USGS	07344400	1963-09-13	2920	A
USGS	07344400	1963-09-14	3090	A
USGS	07344400	1963-09-15	3090	A
USGS	07344400	1963-09-16	2840	A
USGS	07344400	1963-09-17	2440	A
USGS	07344400	1963-09-18	2280	A
USGS	07344400	1963-09-19	2760	A
USGS	07344400	1963-09-20	3000	A
USGS	07344400	1963-09-21	2680	A
USGS	07344400	1963-09-22	1830	A
USGS	07344400	1963-09-23	1760	A
USGS	07344400	1963-09-24	1560	A
USGS	07344400	1963-09-25	1500	A
USGS	07344400	1963-09-26	1620	A
USGS	07344400	1963-09-27	1830	A
USGS	07344400	1963-09-28	2120	A
USGS	07344400	1963-09-29	1970	A
USGS	07344400	1963-09-30	1970	A
USGS	07344400	1963-10-01	1970	A
USGS	07344400	1963-10-02	1760	A
USGS	07344400	1963-10-03	1690	A
USGS	07344400	1963-10-04	1970	A
USGS	07344400	1963-10-05	1970	A
USGS	07344400	1963-10-06	1900	A
USGS	07344400	1963-10-07	1620	A
USGS	07344400	1963-10-08	1440	A
USGS	07344400	1963-10-09	1380	A
USGS	07344400	1963-10-10	1160	A
USGS	07344400	1963-10-11	1120	A
USGS	07344400	1963-10-12	1260	A
USGS	07344400	1963-10-13	1500	A
USGS	07344400	1963-10-14	1830	A
USGS	07344400	1963-10-15	1760	A
USGS	07344400	1963-10-16	1560	A
USGS	07344400	1963-10-17	1760	A
USGS	07344400	1963-10-18	1900	A
USGS	07344400	1963-10-19	2200	A
USGS	07344400	1963-10-20	2360	A
USGS	07344400	1963-10-21	2120	A
USGS	07344400	1963-10-22	2040	A
USGS	07344400	1963-10-23	1760	A
USGS	07344400	1963-10-24	1690	A
USGS	07344400	1963-10-25	1900	A
USGS	07344400	1963-10-26	1970	A
USGS	07344400	1963-10-27	1560	A
USGS	07344400	1963-10-28	1380	A
USGS	07344400	1963-10-29	1260	A
USGS	07344400	1963-10-30	1160	A
USGS	07344400	1963-10-31	1160	A
USGS	07344400	1963-11-01	1260	A
USGS	07344400	1963-11-02	1160	A
USGS	07344400	1963-11-03	1160	A
USGS	07344400	1963-11-04	1160	A
USGS	07344400	1963-11-05	1160	A
USGS	07344400	1963-11-06	1120	A
USGS	07344400	1963-11-07	1120	A
USGS	07344400	1963-11-08	1260	A
USGS	07344400	1963-11-09	1160	A
USGS	07344400	1963-11-10	1120	A
USGS	07344400	1963-11-11	1080	A
USGS	07344400	1963-11-12	1120	A
USGS	07344400	1963-11-13	944	A
USGS	07344400	1963-11-14	880	A
USGS	07344400	1963-11-15	850	A
USGS	07344400	1963-11-16	850	A
USGS	07344400	1963-11-17	920	A
USGS	07344400	1963-11-18	1100	A
USGS	07344400	1963-11-19	1380	A
USGS	07344400	1963-11-20	1380	A
USGS	07344400	1963-11-21	1500	A
USGS	07344400	1963-11-22	1970	A
USGS	07344400	1963-11-23	2520	A
USGS	07344400	1963-11-24	3270	A
USGS	07344400	1963-11-25	2840	A
USGS	07344400	1963-11-26	2700	A
USGS	07344400	1963-11-27	2440	A
USGS	07344400	1963-11-28	2280	A
USGS	07344400	1963-11-29	2120	A
USGS	07344400	1963-11-30	1970	A
USGS	07344400	1963-12-01	2040	A
USGS	07344400	1963-12-02	1900	A
USGS	07344400	1963-12-03	1900	A
USGS	07344400	1963-12-04	1900	A
USGS	07344400	1963-12-05	1900	A
USGS	07344400	1963-12-06	1690	A
USGS	07344400	1963-12-07	1440	A
USGS	07344400	1963-12-08	1380	A
USGS	07344400	1963-12-09	1210	A
USGS	07344400	1963-12-10	1210	A
USGS	07344400	1963-12-11	1260	A
USGS	07344400	1963-12-12	3180	A
USGS	07344400	1963-12-13	4600	A
USGS	07344400	1963-12-14	4100	A
USGS	07344400	1963-12-15	3450	A
USGS	07344400	1963-12-16	3180	A
USGS	07344400	1963-12-17	3090	A
USGS	07344400	1963-12-18	2840	A
USGS	07344400	1963-12-19	2680	A
USGS	07344400	1963-12-20	2840	A
USGS	07344400	1963-12-21	2920	A
USGS	07344400	1963-12-22	3000	A
USGS	07344400	1963-12-23	3000	A
USGS	07344400	1963-12-24	2760	A
USGS	07344400	1963-12-25	2360	A
USGS	07344400	1963-12-26	2360	A
USGS	07344400	1963-12-27	2840	A
USGS	07344400	1963-12-28	2840	A
USGS	07344400	1963-12-29	2680	A
USGS	07344400	1963-12-30	2760	A
USGS	07344400	1963-12-31	2680	A
USGS	07344400	1964-01-01	2680	A
USGS	07344400	1964-01-02	2600	A
USGS	07344400	1964-01-03	2360	A
USGS	07344400	1964-01-04	2120	A
USGS	07344400	1964-01-05	2120	A
USGS	07344400	1964-01-06	1690	A
USGS	07344400	1964-01-07	1500	A
USGS	07344400	1964-01-08	1440	A
USGS	07344400	1964-01-09	1380	A
USGS	07344400	1964-01-10	1320	A
USGS	07344400	1964-01-11	1440	A
USGS	07344400	1964-01-12	1500	A
USGS	07344400	1964-01-13	1500	A
USGS	07344400	1964-01-14	1560	A
USGS	07344400	1964-01-15	1500	A
USGS	07344400	1964-01-16	1440	A
USGS	07344400	1964-01-17	1260	A
USGS	07344400	1964-01-18	1210	A
USGS	07344400	1964-01-19	1320	A
USGS	07344400	1964-01-20	1500	A
USGS	07344400	1964-01-21	1500	A
USGS	07344400	1964-01-22	1380	A
USGS	07344400	1964-01-23	1380	A
USGS	07344400	1964-01-24	1620	A
USGS	07344400	1964-01-25	2360	A
USGS	07344400	1964-01-26	2840	A
USGS	07344400	1964-01-27	3180	A
USGS	07344400	1964-01-28	2760	A
USGS	07344400	1964-01-29	2200	A
USGS	07344400	1964-01-30	2120	A
USGS	07344400	1964-01-31	2040	A
USGS	07344400	1964-02-01	2040	A
USGS	07344400	1964-02-02	1900	A
USGS	07344400	1964-02-03	1900	A
USGS	07344400	1964-02-04	1970	A
USGS	07344400	1964-02-05	2360	A
USGS	07344400	1964-02-06	2920	A
USGS	07344400	1964-02-07	4300	A
USGS	07344400	1964-02-08	5000	A
USGS	07344400	1964-02-09	5100	A
USGS	07344400	1964-02-10	5100	A
USGS	07344400	1964-02-11	5100	A
USGS	07344400	1964-02-12	5100	A
USGS	07344400	1964-02-13	5100	A
USGS	07344400	1964-02-14	5100	A
USGS	07344400	1964-02-15	5100	A
USGS	07344400	1964-02-16	5100	A
USGS	07344400	1964-02-17	4900	A
USGS	07344400	1964-02-18	4800	A
USGS	07344400	1964-02-19	4600	A
USGS	07344400	1964-02-20	4700	A
USGS	07344400	1964-02-21	4600	A
USGS	07344400	1964-02-22	4300	A
USGS	07344400	1964-02-23	4200	A
USGS	07344400	1964-02-24	3900	A
USGS	07344400	1964-02-25	3630	A
USGS	07344400	1964-02-26	3450	A
USGS	07344400	1964-02-27	3090	A
USGS	07344400	1964-02-28	2920	A
USGS	07344400	1964-02-29	2200	A
USGS	07344400	1964-03-01	2040	A
USGS	07344400	1964-03-02	2360	A
USGS	07344400	1964-03-03	4100	A
USGS	07344400	1964-03-04	5000	A
USGS	07344400	1964-03-05	6560	A
USGS	07344400	1964-03-06	7500	A
USGS	07344400	1964-03-07	11600	A
USGS	07344400	1964-03-08	13200	A
USGS	07344400	1964-03-09	11900	A
USGS	07344400	1964-03-10	11300	A
USGS	07344400	1964-03-11	11000	A
USGS	07344400	1964-03-12	11300	A
USGS	07344400	1964-03-13	12500	A
USGS	07344400	1964-03-14	16800	A
USGS	07344400	1964-03-15	25900	A
USGS	07344400	1964-03-16	35000	A
USGS	07344400	1964-03-17	29400	A
USGS	07344400	1964-03-18	23800	A
USGS	07344400	1964-03-19	18700	A
USGS	07344400	1964-03-20	15300	A
USGS	07344400	1964-03-21	13200	A
USGS	07344400	1964-03-22	12500	A
USGS	07344400	1964-03-23	11900	A
USGS	07344400	1964-03-24	11900	A
USGS	07344400	1964-03-25	11900	A
USGS	07344400	1964-03-26	11600	A
USGS	07344400	1964-03-27	11300	A
USGS	07344400	1964-03-28	10700	A
USGS	07344400	1964-03-29	10000	A
USGS	07344400	1964-03-30	9880	A
USGS	07344400	1964-03-31	10200	A
USGS	07344400	1964-04-01	8520	A
USGS	07344400	1964-04-02	7750	A
USGS	07344400	1964-04-03	7250	A
USGS	07344400	1964-04-04	6780	A
USGS	07344400	1964-04-05	7000	A
USGS	07344400	1964-04-06	6560	A
USGS	07344400	1964-04-07	5900	A
USGS	07344400	1964-04-08	9880	A
USGS	07344400	1964-04-09	15600	A
USGS	07344400	1964-04-10	32200	A
USGS	07344400	1964-04-11	30100	A
USGS	07344400	1964-04-12	23800	A
USGS	07344400	1964-04-13	17200	A
USGS	07344400	1964-04-14	13200	A
USGS	07344400	1964-04-15	9880	A
USGS	07344400	1964-04-16	9330	A
USGS	07344400	1964-04-17	8790	A
USGS	07344400	1964-04-18	8000	A
USGS	07344400	1964-04-19	7250	A
USGS	07344400	1964-04-20	6340	A
USGS	07344400	1964-04-21	6340	A
USGS	07344400	1964-04-22	7500	A
USGS	07344400	1964-04-23	8790	A
USGS	07344400	1964-04-24	27300	A
USGS	07344400	1964-04-25	48600	A
USGS	07344400	1964-04-26	62700	A
USGS	07344400	1964-04-27	71000	A
USGS	07344400	1964-04-28	78000	A
USGS	07344400	1964-04-29	80000	A
USGS	07344400	1964-04-30	74000	A
USGS	07344400	1964-05-01	67200	A
USGS	07344400	1964-05-02	61800	A
USGS	07344400	1964-05-03	54600	A
USGS	07344400	1964-05-04	49400	A
USGS	07344400	1964-05-05	43000	A
USGS	07344400	1964-05-06	39800	A
USGS	07344400	1964-05-07	38200	A
USGS	07344400	1964-05-08	31500	A
USGS	07344400	1964-05-09	25200	A
USGS	07344400	1964-05-10	20400	A
USGS	07344400	1964-05-11	18200	A
USGS	07344400	1964-05-12	17200	A
USGS	07344400	1964-05-13	17700	A
USGS	07344400	1964-05-14	21700	A
USGS	07344400	1964-05-15	28700	A
USGS	07344400	1964-05-16	31500	A
USGS	07344400	1964-05-17	29400	A
USGS	07344400	1964-05-18	26600	A
USGS	07344400	1964-05-19	24500	A
USGS	07344400	1964-05-20	21000	A
USGS	07344400	1964-05-21	16800	A
USGS	07344400	1964-05-22	13900	A
USGS	07344400	1964-05-23	12200	A
USGS	07344400	1964-05-24	10700	A
USGS	07344400	1964-05-25	9060	A
USGS	07344400	1964-05-26	8000	A
USGS	07344400	1964-05-27	7000	A
USGS	07344400	1964-05-28	6340	A
USGS	07344400	1964-05-29	5700	A
USGS	07344400	1964-05-30	5500	A
USGS	07344400	1964-05-31	4900	A
USGS	07344400	1964-06-01	4800	A
USGS	07344400	1964-06-02	4900	A
USGS	07344400	1964-06-03	5100	A
USGS	07344400	1964-06-04	5700	A
USGS	07344400	1964-06-05	6780	A
USGS	07344400	1964-06-06	7750	A
USGS	07344400	1964-06-07	7250	A
USGS	07344400	1964-06-08	6340	A
USGS	07344400	1964-06-09	5300	A
USGS	07344400	1964-06-10	4700	A
USGS	07344400	1964-06-11	4600	A
USGS	07344400	1964-06-12	4700	A
USGS	07344400	1964-06-13	4500	A
USGS	07344400	1964-06-14	4100	A
USGS	07344400	1964-06-15	3810	A
USGS	07344400	1964-06-16	3630	A
USGS	07344400	1964-06-17	3810	A
USGS	07344400	1964-06-18	4600	A
USGS	07344400	1964-06-19	5300	A
USGS	07344400	1964-06-20	5500	A
USGS	07344400	1964-06-21	6560	A
USGS	07344400	1964-06-22	13200	A
USGS	07344400	1964-06-23	17700	A
USGS	07344400	1964-06-24	14600	A
USGS	07344400	1964-06-25	12500	A
USGS	07344400	1964-06-26	11600	A
USGS	07344400	1964-06-27	11300	A
USGS	07344400	1964-06-28	10700	A
USGS	07344400	1964-06-29	8790	A
USGS	07344400	1964-06-30	7000	A
USGS	07344400	1964-07-01	5700	A
USGS	07344400	1964-07-02	4800	A
USGS	07344400	1964-07-03	4100	A
USGS	07344400	1964-07-04	3630	A
USGS	07344400	1964-07-05	3270	A
USGS	07344400	1964-07-06	2840	A
USGS	07344400	1964-07-07	2360	A
USGS	07344400	1964-07-08	2200	A
USGS	07344400	1964-07-09	2360	A
USGS	07344400	1964-07-10	3000	A
USGS	07344400	1964-07-11	3360	A
USGS	07344400	1964-07-12	3180	A
USGS	07344400	1964-07-13	2920	A
USGS	07344400	1964-07-14	3000	A
USGS	07344400	1964-07-15	3360	A
USGS	07344400	1964-07-16	4100	A
USGS	07344400	1964-07-17	4500	A
USGS	07344400	1964-07-18	4500	A
USGS	07344400	1964-07-19	4100	A
USGS	07344400	1964-07-20	3630	A
USGS	07344400	1964-07-21	3000	A
USGS	07344400	1964-07-22	2520	A
USGS	07344400	1964-07-23	2600	A
USGS	07344400	1964-07-24	3180	A
USGS	07344400	1964-07-25	3540	A
USGS	07344400	1964-07-26	3600	A
USGS	07344400	1964-07-27	3270	A
USGS	07344400	1964-07-28	2680	A
USGS	07344400	1964-07-29	2360	A
USGS	07344400	1964-07-30	2360	A
USGS	07344400	1964-07-31	2360	A
USGS	07344400	1964-08-01	2280	A
USGS	07344400	1964-08-02	2360	A
USGS	07344400	1964-08-03	2200	A
USGS	07344400	1964-08-04	1970	A
USGS	07344400	1964-08-05	2200	A
USGS	07344400	1964-08-06	3540	A
USGS	07344400	1964-08-07	4100	A
USGS	07344400	1964-08-08	4100	A
USGS	07344400	1964-08-09	3720	A
USGS	07344400	1964-08-10	2840	A
USGS	07344400	1964-08-11	2920	A
USGS	07344400	1964-08-12	3000	A
USGS	07344400	1964-08-13	3540	A
USGS	07344400	1964-08-14	3900	A
USGS	07344400	1964-08-15	4300	A
USGS	07344400	1964-08-16	4600	A
USGS	07344400	1964-08-17	4500	A
